brand;product_notes;ref_article;gtin;product_name;updated_at;quantity;product_description;product_image
IDTOLIGHT;BELEM;IDTL550239BZE;5404023012517;BELEM Ruban LED 50m 3000K DC24V 14,4W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;BELEM;IDTL550240BZD;5404023012524;BELEM Ruban LED 50m 4000K DC24V 14,4W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL550241BZC;5404023012531;TIBAU Ruban LED 50m 2700K DC24V 8W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL550242BZE;5404023012548;TIBAU Ruban LED 50m 3000K DC24V 8W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL550243BZD;5404023012555;TIBAU Ruban LED 50m 4000K DC24V 8W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL550244BZC;5404023012562;TIBAU Ruban LED 50m 2700K DC24V 8W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL550245BZE;5404023012579;TIBAU Ruban LED 50m 3000K DC24V 8W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL550246BZD;5404023012586;TIBAU Ruban LED 50m 4000K DC24V 8W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;Forfait;IDTL550247ZZZ;0;FORFAIT CABLAGE GAINE RGB ET RGB+W 1M;01.02.26;1;Soudures et câble;
IDTOLIGHT;HABANA 2.0;IDTL550252BZE;5404023012630;HABANA 2.0 Ruban LED 50m 3000K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;MAYARI;IDTL550275BZK;5404023012869;MAYARI Ruban LED 5m 2700K-6500K DC24V 9,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL550276BZC;5404023012876;HABANA 2.0 Ruban LED 50m 2700K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL550277BZD;5404023012883;HABANA 2.0 Ruban LED 50m 4000K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL550278BZC;5404023012890;NAPOLI 2.0 Ruban LED 50m 2700K DC24V 9,6W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL550279BZD;5404023012906;NAPOLI 2.0 Ruban LED 50m 4000K DC24V 9,6W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;SORIA;IDTL550302BZE;5404023013132;SORIA Ruban LED 50m 3000K DC24V 14,4W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;SORIA;IDTL550303BZD;5404023013149;SORIA Ruban LED 50m 4000K DC24V 14,4W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;SORIA;IDTL550304BZE;5404023013156;SORIA Ruban LED 50m 3000K DC24V 14,4W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;SORIA;IDTL550305BZD;5404023013163;SORIA Ruban LED 50m 4000K DC24V 14,4W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL550418BZC;5404023014474;HABANA 2.0 Ruban LED 50m 2700K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL550419BZE;5404023014481;HABANA 2.0 Ruban LED 50m 3000K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL550420BZD;5404023014498;HABANA 2.0 Ruban LED 50m 4000K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;MAYARI;IDTL550423BZK;5404023014528;MAYARI Ruban LED 1m 2700K-6500K DC24V 9,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;Forfait;IDTL550487ZZZ;0;FORFAIT COUPE SOUDURE CABLAGE EXTRUDAGE pour Neonflex;01.02.26;1;Soudures et câble;
IDTOLIGHT;HABANA;IDTL551211BZC;5404023004376;HABANA Ruban LED 5m 2700K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL551231BZC;5404023008619;NAPOLI 2.0 Ruban LED 5m 2700K DC24V 9,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL551232BZD;5404023008633;NAPOLI 2.0 Ruban LED 5m 4000K DC24V 9,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL551235BZE;5404023008626;NAPOLI 2.0 Ruban LED 5m 3000K DC24V 9,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL551241BZC;5404023008688;HABANA 2.0 Ruban LED 5m 2700K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL551242BZD;5404023008725;HABANA 2.0 Ruban LED 5m 4000K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL551245BZE;5404023008701;HABANA 2.0 Ruban LED 5m 3000K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL551251BZC;5404023008695;HABANA 2.0 Ruban LED 25m 2700K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL551252BZD;5404023008732;HABANA 2.0 Ruban LED 25m 4000K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL551255BZE;5404023008718;HABANA 2.0 Ruban LED 25m 3000K DC24V 14W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL551271BZE;5404023009906;NAPOLI 2.0 Ruban LED 50m 3000K DC24V 9,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL551272BZC;5404023009920;NAPOLI 2.0 Ruban LED 50m 2700K DC24V 9,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL551273BZD;5404023009937;NAPOLI 2.0 Ruban LED 50m 4000K DC24V 9,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;MERIDA;IDTL551301BZC;5404023004284;MERIDA Ruban LED 5m 2700K DC24V 7,2W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;SORIA;IDTL551402BZD;5404023003225;SORIA Ruban LED 5m 4000K DC24V 14,4W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;SORIA;IDTL551405BZE;5404023003218;SORIA Ruban LED 5m 3000K DC24V 14,4W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;ROYAN;IDTL551411BZC;5404023004499;ROYAN Ruban LED 5m 2700K DC24V 11W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;ROYAN;IDTL551412BZD;5404023004512;ROYAN Ruban LED 5m 4000K DC24V 11W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;ROYAN;IDTL551415BZE;5404023004505;ROYAN Ruban LED 5m 3000K DC24V 11W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;LEVANTO;IDTL551501BZC;5404023009074;LEVANTO Ruban LED 5m 2700K DC24V 7,5W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;LEVANTO;IDTL551502BZD;5404023009098;LEVANTO Ruban LED 5m 4000K DC24V 7,5W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;LEVANTO;IDTL551505BZE;5404023009081;LEVANTO Ruban LED 5m 3000K DC24V 7,5W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;CALLAO;IDTL551601BZC;5404023009531;CALLAO ruban LED 5m 2700K DC24V 8,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;CALLAO;IDTL551602BZD;5404023009555;CALLAO ruban LED 5m 4000K DC24V 8,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;CALLAO;IDTL551605BZE;5404023009548;CALLAO ruban LED 5m 3000K DC24V 8,6W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;TANGER;IDTL551702BZD;5404023004567;TANGER Ruban LED 2m 4000K DC24V 38,4W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;TANGER;IDTL551705BZE;5404023004550;TANGER Ruban LED 2m 3000K DC24V 38,4W/m IP20;01.02.26;1;Rubans LED;
IDTOLIGHT;EVORA;IDTL552002BZD;5404023004277;EVORA Ruban LED 5m 4000K DC24V 4,8W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA;IDTL552211BZC;5404023004437;HABANA Ruban LED 5m 2700K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA;IDTL552222BZD;5404023004482;HABANA Ruban LED 25m 4000K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL552231BZC;5404023008640;NAPOLI 2.0 Ruban LED 5m 2700K DC24V 9,6W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL552232BZD;5404023008664;NAPOLI 2.0 Ruban LED 5m 4000K DC24V 9,6W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL552235BZE;5404023008657;NAPOLI 2.0 Ruban LED 5m 3000K DC24V 9,6W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL552241BZC;5404023008749;HABANA 2.0 Ruban LED 5m 2700K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL552242BZD;5404023008787;HABANA 2.0 Ruban LED 5m 4000K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL552245BZE;5404023008763;HABANA 2.0 Ruban LED 5m 3000K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL552251BZC;5404023008756;HABANA 2.0 Ruban LED 25m 2700K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL552252BZD;5404023008794;HABANA 2.0 Ruban LED 25m 4000K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA 2.0;IDTL552255BZE;5404023008770;HABANA 2.0 Ruban LED 25m 3000K DC24V 14W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;NAPOLI 2.0;IDTL552260BZE;5404023009913;NAPOLI 2.0 Ruban LED 50m 3000K DC24V 9,6W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;SORIA;IDTL552401BZC;5404023005625;SORIA Ruban LED 5m 2700K DC24V 14,4W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;SORIA;IDTL552402BZD;5404023005632;SORIA Ruban LED 5m 4000K DC24V 14,4W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;SORIA;IDTL552405BZE;5404023005649;SORIA Ruban LED 5m 3000K DC24V 14,4W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;CALLAO;IDTL552601BZC;5404023009562;CALLAO ruban LED 5m 2700K DC24V 8,6W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;CALLAO;IDTL552602BZD;5404023009586;CALLAO ruban LED 5m 4000K DC24V 8,6W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;CALLAO;IDTL552605BZE;5404023009579;CALLAO ruban LED 5m 3000K DC24V 8,6W/m IP67;01.02.26;1;Rubans LED;
IDTOLIGHT;MACAPA;IDTL553114BZD;5404023009944;MACAPA Ruban LED 5m 4000K DC24V 5,4W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;MACAPA;IDTL553115BZE;5404023009951;MACAPA Ruban LED 50m 3000K DC24V 5,4W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;MACAPA;IDTL553116BZC;5404023009968;MACAPA Ruban LED 50m 2700K DC24V 5,4W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;MACAPA;IDTL553117BZE;5404023010087;MACAPA Ruban LED 5m 3000K DC24V 5,4W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;MACAPA;IDTL553118BZD;5404023010124;MACAPA Ruban LED 50m 4000K DC24V 5,4W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;MACAPA;IDTL553119BZC;5404023010070;MACAPA Ruban LED 5m 2700K DC24V 5,4W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA;IDTL553211BZC;5404023005885;HABANA Ruban LED 5m 2700K DC24V 14W/m IP68;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA;IDTL553212BZD;5404023005892;HABANA Ruban LED 5m 4000K DC24V 14W/m IP68;01.02.26;1;Rubans LED;
IDTOLIGHT;HABANA;IDTL553215BZE;5404023005908;HABANA Ruban LED 5m 3000K DC24V 14W/m IP68;01.02.26;1;Rubans LED;
IDTOLIGHT;SERRA;IDTL553278BZC;5404023009975;SERRA Ruban LED 5m 2700K DC24V 12W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;SERRA;IDTL553279BZE;5404023009982;SERRA Ruban LED 5m 3000K DC24V 12W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;SERRA;IDTL553280BZE;5404023009999;SERRA Ruban LED 50m 3000K DC24V 12W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;SERRA;IDTL553281BZD;5404023010001;SERRA Ruban LED 5m 4000K DC24V 12W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;SERRA;IDTL553282BZC;5404023010094;SERRA Ruban LED 5m 2700K DC24V 12W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;SERRA;IDTL553283BZE;5404023010100;SERRA Ruban LED 5m 3000K DC24V 12W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;SERRA;IDTL553284BZD;5404023010117;SERRA Ruban LED 5m 4000K DC24V 12W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL553290BZC;5404023010018;TIBAU Ruban LED 5m 2700K DC24V 8W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL553291BZE;5404023010025;TIBAU Ruban LED 5m 3000K DC24V 8W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL553292BZD;5404023010032;TIBAU Ruban LED 5m 4000K DC24V 8W/m IP20 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL553293BZC;5404023010049;TIBAU Ruban LED 5m 2700K DC24V 8W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL553294BZE;5404023010056;TIBAU Ruban LED 5m 3000K DC24V 8W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;TIBAU;IDTL553295BZD;5404023010063;TIBAU Ruban LED 5m 4000K DC24V 8W/m IP67 CRI90;01.02.26;1;Rubans LED;
IDTOLIGHT;ITTRE;IDTL554001NZE;5404023007803;ITTRE Extérieur Ruban LED 0,5m 3000K DC24V 18W/m IP67;01.02.26;1;Encastrés de sol;
IDTOLIGHT;ITTRE;IDTL554002NZE;5404023007810;ITTRE Extérieur Ruban LED 1m 3000K DC24V 18W/m IP67;01.02.26;1;Encastrés de sol;
IDTOLIGHT;AGADIR;IDTL557001BZE;5404023005496;AGADIR Lattes LED 0,1m 1,5W 3000K AC230V CRI90 IP20;01.02.26;1;Réglettes LED;
IDTOLIGHT;AGADIR;IDTL557002BZE;5404023005502;AGADIR Lattes LED 0,25m 3W 3000K AC230V CRI90 IP20;01.02.26;1;Réglettes LED;
IDTOLIGHT;AGADIR;IDTL557003BZE;5404023005519;AGADIR Lattes LED 0,5m 6W 3000K AC230V CRI90 IP20;01.02.26;1;Réglettes LED;
IDTOLIGHT;AGADIR;IDTL557004BZE;5404023005526;AGADIR Lattes LED 0,75m 9W 3000K AC230V CRI90 IP20;01.02.26;1;Réglettes LED;
IDTOLIGHT;AGADIR;IDTL557005BZE;5404023005533;AGADIR Lattes LED 1m 12W 3000K AC230V CRI90 IP20;01.02.26;1;Réglettes LED;
IDTOLIGHT;VERNAZZA;IDTL558030AAZ;5404023009180;VERNAZZA Profilé Apparent 1m Aluminium;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558030AAZ1;5404023010742;VERNAZZA Profilé Apparent 1m Aluminium - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558040AAZ;5404023009104;MANAROLA Profilé Encastré 1m Aluminium;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558040AAZ1;5404023010780;MANAROLA Profilé Encastré 1m Aluminium - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558100GZZ;5404023009227;Kit de finition alu pour profilé VERNAZZA;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558101GZZ;5404023009265;Kit de fixation alu pour profilé VERNAZZA;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558102GZZ;5404023009142;Kit de finition alu pour profilé MANAROLA;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558110BZZ;5404023009234;Kit de finition blanc pour profilé VERNAZZA;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558112BZZ;5404023009159;Kit de finition blanc pour profilé MANAROLA;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558120NZZ;5404023009241;Kit de finition noir pour profilé VERNAZZA;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558122NZZ;5404023009166;Kit de finition noir pour profilé MANAROLA;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558130GZZ;5404023009258;Kit de finition gris foncé pour profilé VERNAZZA;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558132GZZ;5404023009173;Kit de finition gris foncé pour profilé MANAROLA;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558330BSZ;5404023009197;VERNAZZA Profilé Apparent 1m Blanc;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558330BSZ1;5404023010759;VERNAZZA Profilé Apparent 1m Blanc - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558340BSZ;5404023009111;MANAROLA Profilé Encastré 1m Blanc;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558340BSZ1;5404023010797;MANAROLA Profilé Encastré 1m Blanc - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558430NSZ;5404023009203;VERNAZZA Profilé Apparent 1m Noir;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558430NSZ1;5404023010766;VERNAZZA Profilé Apparent 1m Noir - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558440NSZ;5404023009128;MANAROLA Profilé Encastré 1m Noir;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558440NSZ1;5404023010803;MANAROLA Profilé Encastré 1m Noir - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;AGADIR;IDTL558801BZZ;5404023005540;Prise européenne avec 1,5m de câble pour AGADIR;01.02.26;1;Réglettes LED;
IDTOLIGHT;AGADIR;IDTL558802BZZ;5404023005557;Connexion linéaire 0,1m pour AGADIR;01.02.26;1;Réglettes LED;
IDTOLIGHT;AGADIR;IDTL558803BZZ;5404023005564;"Connexion ""T"" 0,15m pour AGADIR";01.02.26;1;Réglettes LED;
IDTOLIGHT;AGADIR;IDTL558804BZZ;5404023005571;Kit de fixation (2 clips + 2 vis) pour AGADIR;01.02.26;1;Réglettes LED;
IDTOLIGHT;AGADIR;IDTL558805BZZ;5404023005588;Profilé d'encastrement 1m en aluminium pour AGADIR;01.02.26;1;Réglettes LED;
IDTOLIGHT;VERNAZZA;IDTL558830FSZ;5404023009210;VERNAZZA Profilé Apparent 1m Gris foncé;01.02.26;1;Profilés;
IDTOLIGHT;VERNAZZA;IDTL558830FSZ1;5404023010773;VERNAZZA Profilé Apparent 1m Gris foncé - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558840GSZ;5404023009135;MANAROLA Profilé Encastré 1m Gris foncé;01.02.26;1;Profilés;
IDTOLIGHT;MANAROLA;IDTL558840GSZ1;5404023010810;MANAROLA Profilé Encastré 1m Gris foncé - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;ITTRE;IDTL558900NZZ;5404023007902;Connecteur d'alimentation avec 2m de câble pour ITTRE (1pc);01.02.26;1;Encastrés de sol;
IDTOLIGHT;ITTRE;IDTL558901AZZ;5404023007919;Profilé rigide 1m en aluminium pour ITTRE;01.02.26;1;Encastrés de sol;
IDTOLIGHT;ITTRE;IDTL558902AZZ;5404023007926;Profilé flexible 1m en aluminium pour ITTRE;01.02.26;1;Encastrés de sol;
IDTOLIGHT;ITTRE;IDTL558903NZZ;5404023007933;Fixation orientable noire pour profilé ITTRE (1pc);01.02.26;1;Encastrés de sol;
IDTOLIGHT;RUBAN;IDTL558997ZZZ;5404023006196;Kit de bouchons de finition pour rubans PCB 10mm IP68 (4pc);01.02.26;1;Rubans LED;
IDTOLIGHT;RUBAN;IDTL558998ZZZ;5404023004895;Kit de bouchons de finition pour rubans PCB 8mm IP67 (4pc);01.02.26;1;Rubans LED;
IDTOLIGHT;RUBAN;IDTL558999ZZZ;5404023004901;Kit de bouchons de finition pour rubans PCB 10mm IP67 (4pc);01.02.26;1;Rubans LED;
IDTOLIGHT;VERBIER;IDTL570338FSE;5404023013668;VERBIER 30 Extérieur symmétrique 3000°K Gris anthracite 60°;01.02.26;1;Appliques extérieur;
IDTOLIGHT;VERBIER;IDTL570339NSE;5404023013675;VERBIER 30 Extérieur symmétrique 3000°K Noir 60°;01.02.26;1;Appliques extérieur;
IDTOLIGHT;HOCKENHEIM;IDTL571206FSC;5425025773190;HOCKENHEIM Extérieur Applique 3000K Gris anthracite AC230V 2 x 3W IP54;01.02.26;1;Appliques extérieur;
IDTOLIGHT;HOCKENHEIM;IDTL571207NSC;5404023008060;HOCKENHEIM Extérieur Applique 3000K Noir AC230V 2 x 3W IP54;01.02.26;1;Appliques extérieur;
IDTOLIGHT;COLOGNE;IDTL571221FSC;5425025778164;COLOGNE MINI R Extérieur Applique 3000K Gris anthracite AC230V 3W IP54;01.02.26;1;Balisages extérieur;
IDTOLIGHT;COLOGNE;IDTL571222NSC;5404023007971;COLOGNE MINI R Extérieur Applique 3000K Noir AC230V 3W IP54;01.02.26;1;Balisages extérieur;
IDTOLIGHT;COLOGNE;IDTL571223FSC;5425025778492;COLOGNE R Extérieur Applique 3000K Gris anthracite AC230V 9W IP54;01.02.26;1;Balisages extérieur;
IDTOLIGHT;COLOGNE;IDTL571224NSC;5404023007988;COLOGNE R Extérieur Applique 3000K Noir AC230V 9W IP54;01.02.26;1;Balisages extérieur;
IDTOLIGHT;BERLIN;IDTL571226FSC;5425025775736;BERLIN Extérieur Applique 3000K Gris anthracite AC230V 2 x 3W IP54;01.02.26;1;Appliques extérieur;
IDTOLIGHT;BERLIN;IDTL571227NSC;5404023008077;BERLIN Extérieur Applique 3000K Noir AC230V 2 x 3W IP54;01.02.26;1;Appliques extérieur;
IDTOLIGHT;COLOGNE;IDTL571231FSC;5425025778171;COLOGNE MINI S Extérieur Applique 3000K Gris anthracite AC230V 3W IP54;01.02.26;1;Balisages extérieur;
IDTOLIGHT;COLOGNE;IDTL571233FSC;5425025778508;COLOGNE S Extérieur Applique 3000K Gris anthracite AC230V 9W IP54;01.02.26;1;Balisages extérieur;
IDTOLIGHT;COLOGNE;IDTL571234NSC;5404023008008;COLOGNE S Extérieur Applique 3000K Noir AC230V 9W IP54;01.02.26;1;Balisages extérieur;
IDTOLIGHT;VERBIER;IDTL571251FSC;5425025779697;VERBIER 12 Extérieur Applique 3000K Gris anthracite AC230V 12W Symétrique IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;VERBIER;IDTL571252NSC;5404023002204;VERBIER 12 Extérieur Applique 3000K Noir AC230V 12W Symétrique IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;VERBIER;IDTL571255FSC;5404023000750;VERBIER 30 Extérieur Asymétrique 3000K Gris anthracite AC230V 30W 48° IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;STOCKHOLM;IDTL571401FSC;5404023004789;STOCKHOLM Extérieur Plafonnier 3000K Gris anthracite AC230V 6W IP65;01.02.26;1;Plafonniers extérieur;
IDTOLIGHT;STOCKHOLM;IDTL571402NSC;5404023004796;STOCKHOLM Extérieur Plafonnier 3000K Noir AC230V 6W IP65;01.02.26;1;Plafonniers extérieur;
IDTOLIGHT;BELFAST;IDTL571411FSC;5404023004802;BELFAST Extérieur Applique 3000K Gris anthracite AC230V 6W IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;BELFAST;IDTL571412NSC;5404023004819;BELFAST Extérieur Applique 3000K Noir AC230V 6W IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;BELFAST;IDTL571415FSC;5404023004826;BELFAST Extérieur Applique UP&DOWN 3000K Gris anthracite AC230V 2 x 6W IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;BELFAST;IDTL571416NSC;5404023004833;BELFAST Extérieur Applique UP&DOWN 3000K Noir AC230V 2 x 6W IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;DURBUY;IDTL571501NSC;5404023001573;DURBUY 30 Extérieur Lampe rechargeable 3000K Noir AC230V 2,2W IP65;01.02.26;1;Spot extérieur;
IDTOLIGHT;DURBUY;IDTL571503NSC;5404023001580;DURBUY 50 Extérieur Lampe rechargeable 3000K Noir AC230V 2,2W IP65;01.02.26;1;Spot extérieur;
IDTOLIGHT;SILLY;IDTL571600NSC;5404023007711;SILLY 8 Extérieur Applique 3000K Noir AC230V 8W IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;SILLY;IDTL571604NSC;5404023007728;SILLY 13 Extérieur Applique UP&DOWN 3000K Noir AC230V 2 x 6,5W IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;SILLY;IDTL571610NSC;5404023007735;SILLY 10 Extérieur Applique 3000K Noir AC230V 10W IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;SILLY;IDTL571620NSC;5404023007742;SILLY 15 Extérieur Applique 3000K Noir AC230V 15W IP65;01.02.26;1;Appliques extérieur;
IDTOLIGHT;LEON;IDTL580032AAZ1;5404023010339;LEON Profilé Apparent 2,9m  Aluminium - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;LEON;IDTL580033BSZ1;5404023010346;LEON Profilé Apparent 2,9m  Blanc - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;LEON;IDTL580034NSZ1;5404023010353;LEON Profilé Apparent 2,9m  Noir - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;LEON;IDTL580035NSZ1;5404023010360;LEON Profilé Apparent 2,9m Noir avec diffuseur noir - Individuel;01.02.26;1;Profilés;
IDTOLIGHT;PORTO;IDTL580036AAZ1;5404023010377;PORTO Profilé Apparent 2,9m Aluminium - Individuel;01.02.26;1;Profilés;
